Resume ID,Resume Summary,Skills,Years of Experience,Education,Certifications,Projects,Job Role
b25403aa-a72e-429a-8c28-d358bec9fb43,"Evidence might sit look. First dream woman edge major million old. Threat eat important every expert Republican edge. Experience in MySQL, Database Tuning, NoSQL, Oracle, Backup and Recovery, SQL, Data Modeling, Security. Worked on projects like Database Optimization.","MySQL, Database Tuning, NoSQL, Oracle, Backup and Recovery, SQL, Data Modeling, Security",6,B.Tech CSE,"Certified Ethical Hacker, Microsoft Azure Fundamentals",Database Optimization,Database Administrator
52198b35-e661-461e-8855-4a5b93f3219b,"Even win include level. Change memory full color factor mind nation. Could report affect charge city suddenly present. Experience in SQL, Data Modeling, Database Tuning, Oracle, MySQL, NoSQL, Backup and Recovery. Worked on projects like Inventory DB Design.","SQL, Data Modeling, Database Tuning, Oracle, MySQL, NoSQL, Backup and Recovery",8,M.Tech IT,"Oracle SQL Expert, AWS Certified Solutions Architect",Inventory DB Design,Database Administrator
5d637fcc-c8c1-4c81-90bd-9a7c8531206e,"Responsibility age rise little investment name. Hour decide business possible. Common radio grow stage attention. Experience in Incident Response, Cryptography, SIEM, Python, Firewalls, Penetration Testing, Risk Assessment. Worked on projects like Security Audit.","Incident Response, Cryptography, SIEM, Python, Firewalls, Penetration Testing, Risk Assessment",4,B.Tech CSE,"AWS Certified Solutions Architect, DevOps Foundation",Security Audit,Cybersecurity Analyst
a62d5755-7325-4556-81e6-024f76a019c3,"Hair outside face eight easy. Sometimes data market worker majority feeling response. Experience in SIEM, Cryptography, Network Security, Incident Response, Risk Assessment, Python, Firewalls. Worked on projects like Vulnerability Assessment.","SIEM, Cryptography, Network Security, Incident Response, Risk Assessment, Python, Firewalls",10,B.Tech CSE,"AWS Certified Solutions Architect, DevOps Foundation",Vulnerability Assessment,Cybersecurity Analyst
90886e98-7e91-4012-8378-1a1b30bff162,"Wish which mind respond voice hold. Performance important city various bed. Experience in SQL, Security, MySQL, Oracle, Backup and Recovery, NoSQL, Data Modeling. Worked on projects like Database Optimization.","SQL, Security, MySQL, Oracle, Backup and Recovery, NoSQL, Data Modeling",0,B.Sc Computer Science,React Certification,Database Optimization,Database Administrator
8a38326a-8d1f-4724-90d7-459c6740e822,"Section computer avoid. Figure involve ok than. Experience in Cryptography, SIEM, Python, Risk Assessment, Firewalls, Incident Response, Network Security. Worked on projects like Vulnerability Assessment.","Cryptography, SIEM, Python, Risk Assessment, Firewalls, Incident Response, Network Security",1,B.E. Information Technology,"Tableau Desktop Specialist, Google Data Analytics",Vulnerability Assessment,Cybersecurity Analyst
d78e9f41-0904-4dd6-92d8-58a88586c77c,"Serve wish politics instead figure. Everyone himself go TV Congress area year might. Behavior artist or realize compare. Experience in Algorithms, C++, System Design, Data Structures, Python. Worked on projects like E-commerce Backend.","Algorithms, C++, System Design, Data Structures, Python",7,B.Tech CSE,"TensorFlow Developer Certificate, DevOps Foundation, AWS Certified Solutions Architect",E-commerce Backend,Software Engineer
bf02bd53-6bf3-402e-9cbb-bd422e8cbf4f,"Peace glass against career. Ask oil book opportunity particularly choose run. Experience in Stakeholder Communication, SQL, UML, Power BI, Excel, Data Analysis. Worked on projects like Market Research Analysis.","Stakeholder Communication, SQL, UML, Power BI, Excel, Data Analysis",8,B.E. Information Technology,Certified Ethical Hacker,Market Research Analysis,Business Analyst
91a64af0-6e76-465b-9b59-ec5fc67fcdad,"Talk without view drop between want treat. Off read human administration large together fine. Employee respond test pay believe. Experience in UI/UX Design, Kotlin, Java, Flutter, Swift. Worked on projects like Fitness Tracker.","UI/UX Design, Kotlin, Java, Flutter, Swift",4,B.Sc Computer Science,"AWS Certified Solutions Architect, Certified Ethical Hacker, TensorFlow Developer Certificate",Fitness Tracker,Mobile App Developer
abebf6ca-30fc-4c2d-98ee-9041c6b44bb2,"Activity our suffer later. Size want perform consider no indicate whole. Above interesting home. Experience in Requirement Gathering, Tableau, Data Analysis, Stakeholder Communication, SQL. Worked on projects like Product Requirement Doc.","Requirement Gathering, Tableau, Data Analysis, Stakeholder Communication, SQL",7,M.Tech IT,"Google Data Analytics, Oracle SQL Expert, DevOps Foundation",Product Requirement Doc,Business Analyst
a1b244e9-b7f7-4c89-8314-8473ff51d9ae,"Edge expect way policy every. Kitchen only value lose day put account. Experience in Incident Response, SIEM, Penetration Testing, Network Security, Cryptography. Worked on projects like Firewall Configuration, Vulnerability Assessment.","Incident Response, SIEM, Penetration Testing, Network Security, Cryptography",0,MCA,Scrum Master,"Firewall Configuration, Vulnerability Assessment",Cybersecurity Analyst
b3640641-0207-4369-a7a7-d09ba23cc529,"World beyond above process raise none court. Current big several my protect full well. Thank drug continue. Experience in React Native, Swift, Kotlin, Java, iOS. Worked on projects like Chat Application.","React Native, Swift, Kotlin, Java, iOS",3,B.E. Information Technology,"Tableau Desktop Specialist, Certified Ethical Hacker",Chat Application,Mobile App Developer
81cdc727-7a16-4521-947d-042f8891bdb8,"Sort thank bill stage. Always indeed Mrs live with point six. Experience in CSS, React, MongoDB, HTML, Responsive Design. Worked on projects like Blog CMS, E-commerce Frontend.","CSS, React, MongoDB, HTML, Responsive Design",9,M.Tech IT,DevOps Foundation,"Blog CMS, E-commerce Frontend",Web Developer
28d84ccb-5c13-4da5-9c8b-2e3119cd8f86,"Society break behavior data sure life dog. Condition yard fear fine. Experience in Swift, Android, Kotlin, UI/UX Design, iOS, Flutter, Java, React Native. Worked on projects like Fitness Tracker.","Swift, Android, Kotlin, UI/UX Design, iOS, Flutter, Java, React Native",7,B.E. Information Technology,"Microsoft Azure Fundamentals, Scrum Master, Google Data Analytics",Fitness Tracker,Mobile App Developer
f809d8f6-c5da-478f-abe9-5ad54f9de2f0,"Without upon human let. Grow tell perhaps. End second positive such set week coach. Experience in SQL, Security, NoSQL, Data Modeling, MySQL, Oracle, Database Tuning. Worked on projects like Data Backup System.","SQL, Security, NoSQL, Data Modeling, MySQL, Oracle, Database Tuning",0,B.E. Information Technology,Certified Ethical Hacker,Data Backup System,Database Administrator
320ae04a-5ef9-4bdb-8dde-ff1644f5d589,"My price avoid per meeting TV. But many service development war movement effect. Experience in AWS, Docker, Linux, Terraform, Kubernetes. Worked on projects like Infrastructure Automation.","AWS, Docker, Linux, Terraform, Kubernetes",2,MCA,"Google Data Analytics, TensorFlow Developer Certificate, Certified Ethical Hacker",Infrastructure Automation,DevOps Engineer
4d8fd206-6ce2-446a-bd94-fd6aa31257a8,"Once Mrs environment training school. Instead door adult national among recently. Experience in React, MongoDB, HTML, Responsive Design, CSS, JavaScript. Worked on projects like E-commerce Frontend.","React, MongoDB, HTML, Responsive Design, CSS, JavaScript",2,B.Sc Computer Science,"Microsoft Azure Fundamentals, React Certification, AWS Certified Solutions Architect",E-commerce Frontend,Web Developer
894c0832-0280-4f0d-8aa0-1e3841960447,"Same if wonder medical. Various partner reflect discover bag authority. Experience in Google Cloud, Docker, Cloud Security, Terraform, Kubernetes. Worked on projects like Serverless Architecture, Multi-cloud Deployment.","Google Cloud, Docker, Cloud Security, Terraform, Kubernetes",5,B.Sc Computer Science,"DevOps Foundation, Oracle SQL Expert, Certified Ethical Hacker","Serverless Architecture, Multi-cloud Deployment",Cloud Engineer
5fe651cd-b5c2-4e66-ba26-1d902f0114d4,"Ahead half choose between position. Crime find happen wait play pick. Experience in Backup and Recovery, SQL, Database Tuning, NoSQL, Security, MySQL, Oracle. Worked on projects like Database Optimization, Data Backup System.","Backup and Recovery, SQL, Database Tuning, NoSQL, Security, MySQL, Oracle",2,MCA,"Tableau Desktop Specialist, Scrum Master","Database Optimization, Data Backup System",Database Administrator
0961a677-06eb-4993-bb7d-bab12238ee70,"Event take see will seem a difference. Past space last case. Experience in Data Preprocessing, PyTorch, Python, Computer Vision, TensorFlow, NLP, Machine Learning, Deep Learning. Worked on projects like Chatbot Development, Image Classification.","Data Preprocessing, PyTorch, Python, Computer Vision, TensorFlow, NLP, Machine Learning, Deep Learning",5,B.E. Information Technology,"Scrum Master, Oracle SQL Expert","Chatbot Development, Image Classification",AI/ML Engineer
e0af47f3-2e7a-4d3b-9102-888212dffe5e,"Relationship watch laugh. Bit cause treat hundred age material. Father certain than environmental foot expert discussion. Experience in Tableau, Requirement Gathering, SQL, Power BI, Stakeholder Communication, UML, Excel. Worked on projects like Product Requirement Doc.","Tableau, Requirement Gathering, SQL, Power BI, Stakeholder Communication, UML, Excel",7,B.Tech CSE,"Microsoft Azure Fundamentals, Oracle SQL Expert, TensorFlow Developer Certificate",Product Requirement Doc,Business Analyst
51abf87c-5dab-4b03-8a3c-124a331cb7b8,"Point maybe suggest. Red food part machine. Experience in JavaScript, Responsive Design, CSS, Express, MongoDB, React, HTML, Node.js. Worked on projects like Blog CMS, E-commerce Frontend.","JavaScript, Responsive Design, CSS, Express, MongoDB, React, HTML, Node.js",2,B.Sc Computer Science,AWS Certified Solutions Architect,"Blog CMS, E-commerce Frontend",Web Developer
b73c86cd-807c-4c81-92d0-cae7113958a5,"Well ever she structure dinner last. Experience in Docker, Kubernetes, AWS, Azure, Terraform. Worked on projects like Cloud Cost Optimization.","Docker, Kubernetes, AWS, Azure, Terraform",8,M.Tech IT,Tableau Desktop Specialist,Cloud Cost Optimization,Cloud Engineer
d5ab5771-8181-47e4-85d3-8c3f739a4d36,"Sign order suggest opportunity Republican key lead. Tell base us moment challenge ball. Experience in Terraform, Docker, Ansible, AWS, Monitoring Tools, CI/CD, Linux, Kubernetes. Worked on projects like CI/CD Pipeline Setup, Kubernetes Cluster Deployment.","Terraform, Docker, Ansible, AWS, Monitoring Tools, CI/CD, Linux, Kubernetes",0,B.E. Information Technology,"Certified Ethical Hacker, Microsoft Azure Fundamentals, Tableau Desktop Specialist","CI/CD Pipeline Setup, Kubernetes Cluster Deployment",DevOps Engineer
5ffb137e-e870-4f3b-a17f-2600ffd36e87,"Surface store head on. Behavior defense later ball husband affect. Experience in JavaScript, MongoDB, CSS, Node.js, React, Responsive Design. Worked on projects like E-commerce Frontend, Blog CMS.","JavaScript, MongoDB, CSS, Node.js, React, Responsive Design",8,B.Sc Computer Science,"Certified Ethical Hacker, Tableau Desktop Specialist","E-commerce Frontend, Blog CMS",Web Developer
1b194087-0298-4082-8634-548eca249095,"Somebody you up positive cause. Central produce sea remember top him. Experience in MySQL, SQL, Backup and Recovery, Database Tuning, Data Modeling, Security, NoSQL. Worked on projects like Data Backup System.","MySQL, SQL, Backup and Recovery, Database Tuning, Data Modeling, Security, NoSQL",7,B.E. Information Technology,Google Data Analytics,Data Backup System,Database Administrator
51df5597-377f-4f85-8f34-9002adb06321,"Staff professional sport know. Admit assume continue heavy lay. Experience in System Design, C++, Python, Git, Java, SQL, Data Structures. Worked on projects like Library Management System.","System Design, C++, Python, Git, Java, SQL, Data Structures",2,M.Tech IT,"Microsoft Azure Fundamentals, React Certification",Library Management System,Software Engineer
e708e4cf-caf3-4d8b-b2ce-b11a7e9d0a72,"Stage especially write reason technology. Experience in Tableau, UML, Stakeholder Communication, SQL, Excel, Requirement Gathering. Worked on projects like Market Research Analysis.","Tableau, UML, Stakeholder Communication, SQL, Excel, Requirement Gathering",5,MCA,Oracle SQL Expert,Market Research Analysis,Business Analyst
a01c4dab-22eb-4c4c-a0e9-c5d042fc1fc3,"Direction coach establish staff anyone serve. Blood crime last parent occur team money. Mouth talk most develop. Experience in Python, Data Preprocessing, Deep Learning, NLP, Machine Learning, TensorFlow. Worked on projects like Image Classification, Object Detection System.","Python, Data Preprocessing, Deep Learning, NLP, Machine Learning, TensorFlow",2,MCA,"Google Data Analytics, AWS Certified Solutions Architect","Image Classification, Object Detection System",AI/ML Engineer
6e6a13e6-7777-4c2b-95b9-9e69d62da3f2,"North director think others report top. Very respond light that ready yeah. Thank picture each political former subject news. Experience in SQL, MySQL, Database Tuning, Oracle, Backup and Recovery, NoSQL, Data Modeling, Security. Worked on projects like Database Optimization.","SQL, MySQL, Database Tuning, Oracle, Backup and Recovery, NoSQL, Data Modeling, Security",7,MCA,Tableau Desktop Specialist,Database Optimization,Database Administrator
74ed40ea-3cfb-4f34-bec0-ff297b9ea487,"Region nice street nice since. Center appear company require. Experience in UML, Stakeholder Communication, Requirement Gathering, SQL, Power BI, Tableau, Data Analysis, Excel. Worked on projects like Product Requirement Doc.","UML, Stakeholder Communication, Requirement Gathering, SQL, Power BI, Tableau, Data Analysis, Excel",8,B.E. Information Technology,"Google Data Analytics, DevOps Foundation, Certified Ethical Hacker",Product Requirement Doc,Business Analyst
